,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
0,https://twitter.com/Lukhokhanya/status/1511599315013505025,2022-04-06 06:58:55+00:00,"@zsimayi Water scarcity is a shame in SA and I don't know how is it that there's no solution for it, to a point that it's normal to other people to have no water.","@zsimayi Water scarcity is a shame in SA and I don't know how is it that there's no solution for it, to a point that it's normal to other people to have no water.",1511599315013505025,"{'username': 'Lukhokhanya', 'id': 446860858, 'displayname': 'Ngcose', 'description': ""Music and sport keeps me sane. Variety in both, I don't discriminate.\nLaughter all day every day."", 'rawDescription': ""Music and sport keeps me sane. Variety in both, I don't discriminate.\nLaughter all day every day."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 12, 26, 7, 8, 9, tzinfo=datetime.timezone.utc), 'followersCount': 183, 'friendsCount': 263, 'statusesCount': 3328, 'favouritesCount': 1924, 'listedCount': 3, 'mediaCount': 75, 'location': 'Cape town.', 'protected': False, 'linkUrl': 'http://gocrazy.com', 'linkTcourl': 'https://t.co/Wo9eJh4OF2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1502948233403904006/hZOIWtZU_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/446860858/1582289905', 'label': None}",1,0,1,0,1511596576556429314,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1511596576556429314,"{'username': 'zsimayi', 'id': 2722891763, 'displayname': 'zolani simayi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'zsimayi', 'id': 2722891763, 'displayname': 'zolani simayi', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
